headline,title,text,
"More and more people with disabilities use prosthetic limbs to compensate for the function of normal upper limbs. In this paper, a new EEG signal classification method is proposed to identify the upper limb movements. The model designed in this paper has a classification accuracy rate of 93.22% on the WAY-EEG-GAL dataset.",EEG signal classification method based on feature priority analysis and CNN,"In recent years, with the advancement of technology, more and more people with disabilities use prosthetic limbs to compensate for the function of normal upper limbs, so the demand for the upper limb movement recognition has increased. In addition, with the development of brain-computer interfaces, a large number of academic institutions are dedicated to identifying the upper limb movements through EEG signals. In this paper, a new EEG signal classification method is proposed to identify the upper limb movements. Firstly, the importance of EEG detection electrodes is sorted by random forest algorithm, and the higher priority electrodes are screened out. Then the wavelet transform method is used to extract the features of the original data that have been screened out. After that, the EEG signals are classified according to the extracted features by using convolutional neural network. The model designed in this paper has a classification accuracy rate of 93.22% on the WAY-EEG-GAL dataset, which is an effective EEG signal classification model.", 
"In this paper, we propose a method to classify electroencephalogram (EEG) signal recorded from left- and righthand movement imaginations. We use a technique of complexity measure based on fractal analysis to reveal feature patterns in the EEG signal. Experimental results can be considerably applied in a brain-computer interface (BCI) application.",EEG Signal Classification Method Based on Fractal Features and Neural Network,"In this paper, we propose a method to classify electroencephalogram (EEG) signal recorded from left- and righthand movement imaginations. Three subjects (two males and one female) are volunteered to participate in the experiment. We use a technique of complexity measure based on fractal analysis to reveal feature patterns in the EEG signal. Effective algorithm, namely, detrended fluctuation analysis (DFA) has been selected to estimate embedded fractal dimension (FD) values between relaxing and imaging states of the recorded EEG signal. To show the waveform of FDs, we use a windowing-based method or called time-dependent fractal dimension (TDFD) and the Kullback-Leibler (K-L) divergence. Two feature parameters; KL divergence and different expected values are proposed to be input variables of the classifier. Finally, featured data are classified by a three-layer feed-forward neural network based on a simple backpropagation algorithm. Experimental results can be considerably applied in a brain-computer interface (BCI) application and show that the proposed method is more effective than the conventional method by improving average classification rates of 87.5% and 88.3% for left- and right-hand movement imagery tasks, respectively.", 
"Current brain–computer interface (BCI) systems are based on imagined speech. This means that these systems are controlled only by thinking about a speech without verbally expressing it. Imagined speech recognition using electroencephalogram (EEG) signals is more convenient than electrocorticogram (ECoG) So, we propose an approach for EEG classification of imagined speech with high accuracy and efficiency.",EEG signal classification of imagined speech based on Riemannian distance of correntropy spectral density,"Several current brain–computer interface (BCI) systems are based on imagined speech. This means that these systems are controlled only by thinking about a speech without verbally expressing it. Imagined speech recognition using electroencephalogram (EEG) signals is much more convenient than other methods such as electrocorticogram (ECoG), due to its easy, non-invasive recording. So, we proposed an approach for EEG classification of imagined speech with high accuracy and efficiency. In this work, correntropy spectral density (CSD) matrices are evaluated for EEG signals obtained from different channels, and the distances between these matrices are considered as measures for imagined speech recognition. Riemannian distance benefits from simplicity and accuracy and it has achieved high scores in BCI competitions. Also, in this work, channel selection and frequency band detection during imagined speech is evaluated with statistical methods. The “Kara One” database is used in this research that includes EEG signals of eight subjects during imagined speech of four English words. We evaluated the proposed approach in comparison with the results of other imagined speech classification methods. Average classification accuracy of the proposed method is 90.25% during imagined speech for all subjects in KARA One database. The simulation results of this paper show the efficiency and accuracy of Riemannian distance of CSD and the superiority of the proposed method over other methods for imagined speech classification.", 
"Current brain–computer interface (BCI) systems are based on imagined speech. This means that these systems are controlled only by thinking about a speech without verbally expressing it. Imagined speech recognition using electroencephalogram (EEG) signals is more convenient than electrocorticogram (ECoG) So, we propose an approach for EEG classification of imagined speech with high accuracy and efficiency.",EEG Signal Classification Using Convolutional Neural Networks on Combined Spatial and Temporal Dimensions for BCI Systems,"EEG signal classification is an important task to build an accurate Brain Computer Interface (BCI) system. Many machine learning and deep learning approaches have been used to classify EEG signals. Besides, many studies have involved the time and frequency domain features to classify EEG signals. On the other hand, a very limited number of studies combine the spatial and temporal dimensions of the EEG signal. Brain dynamics are very complex across different mental tasks, thus it is difficult to design efficient algorithms with features based on prior knowledge. Therefore, in this study, we utilized the 2D AlexNet Convolutional Neural Network (CNN) to learn EEG features across different mental tasks without prior knowledge. First, this study adds spatial and temporal dimensions of EEG signals to a 2D EEG topographic map. Second, topographic maps at different time indices were cascaded to populate a 2D image for a given time window. Finally, the topographic maps enabled the AlexNet to learn features from the spatial and temporal dimensions of the brain signals. The classification performance was obtained by the proposed method on a multiclass dataset from BCI Competition IV dataset 2a. The proposed system obtained an average classification accuracy of 81.09%, outperforming the previous state-of-the-art methods by a margin of 4% for the same dataset. The results showed that converting the EEG classification problem from a (1D) time series to a (2D) image classification problem improves the classification accuracy for BCI systems. Also, our EEG topographic maps enabled CNN to learn subtle features from spatial and temporal dimensions, which better represent mental tasks than individual time or frequency domain features.", 
New method based on empirical mode decomposition (EMD) for classification of seizure and seizure-free EEG signals. EMD method decomposes the EEG signal into a set of narrowband amplitude and frequency modulated (AM-FM) components.,EEG Signal Classification Using Empirical Mode Decomposition and Support Vector Machine,"In this paper, we present a new method based on empirical mode decomposition (EMD) for classification of seizure and seizure-free EEG signals. The EMD method decomposes the EEG signal into a set of narrowband amplitude and frequency modulated (AM-FM) components known as intrinsic mode functions (IMFs). The method proposes the use of the area parameter and mean frequency estimation of IMFs in the classification of the seizure and seizure-free EEG signals. These parameters have been used as an input in least squares support vector machine (LS-SVM), which provides classification of seizure EEG signals from seizure-free EEG signals. The classification accuracy for classification of seizure and seizure-free EEG signals obtained by using proposed method is 98.33% for second IMF with radial basis function kernel of LS-SVM.", 
"Epilepsy is one of the most common and diverse set of chronic neurological disorders. Electroencephalogram (EEG) signal processing technique plays a significant role in detection and prediction of epileptic seizure. This paper presents a new approach for seizure detection to analysis preictal and interictal EEG signals. The propose method outperforms the state-of-the-art method in terms of sensitivity, specificity and accuracy.",EEG Signal Classification using Frequency Band Analysis towards Epileptic Seizure Prediction,"Epilepsy is one of the most common and diverse set of chronic neurological disorders characterized by an abnormal excessive or synchronous neuronal activity in the brain that is termed “seizure”, affecting about 50 million individuals worldwide. Electroencephalogram (EEG) signal processing technique plays a significant role in detection and prediction of epileptic seizure. Recently, many research works have been devoted to detect/predict of epileptic seizure based on analysis of EEG signals. Even though remarkable works have been conducted on seizure detection/prediction, experimental results are not mature enough in terms of sensitivity, specificity, and accuracy. In this paper we present a new approach for seizure detection to analysis preictal (before seizure onset) and interictal (period between seizures) EEG signals by extracting different features from gamma frequency band by decomposing the signals using discrete wavelet transformation. Note that the detection of preictal and interictal EEG signals leads to predict the epileptic seizure. Experimental results demonstrate that the propose method outperforms the state-of-the-art method in terms of sensitivity, specificity and accuracy to classify seizure by analyzing EEG signals to the benchmark dataset in different brain locations.", 
Neural network (NN) finds role in variety of applications due to combined effect of feature extraction and classification availability. Two-layer LSTM and four-layer improved NN deep learning algorithms are proposed to improve the performance in EEG classification. Statistical features are extracted for input EEG collected from Bonn database.,EEG signal classification using LSTM and improved neural network algorithms,"Neural network (NN) finds role in variety of applications due to combined effect of feature extraction and classification availability in deep learning algorithms. In this paper, we have chosen SVM, logistic regression machine learning algorithms and NN for EEG signal classification. Two-layer LSTM and four-layer improved NN deep learning algorithms are proposed to improve the performance in EEG classification. Novelty lies in one-dimensional gradient descent activation functions with radial basis operations used in the initial layers of improved NN which help in achieving better performance. Statistical features namely mean, standard deviation, kurtosis and skewness are extracted for input EEG collected from Bonn database and then applied for various classification techniques. Accuracy, precision, recall and F1 score are the performance metrics used for analyzing the algorithms. Improved NN and LSTM give better performance compared to all other architectures. The simulations are carried out with variety of activation functions, optimizers and loss models to analyze the performance using Python in keras.", 
Classification of EEG signals is one of the biggest problems in Brain Computer Interface (BCI) systems. This paper presents a BCI system based on using the EEG signals associated with five mental tasks.,EEG Signal Classification Using Neural Network and Support Vector Machine in Brain Computer Interface,"Classification of EEG signals is one of the biggest problems in Brain Computer Interface (BCI) systems. This paper presents a BCI system based on using the EEG signals associated with five mental tasks (baseline, math, mental letter composing, geometric figure rotation and visual counting). EEG data for these five cognitive tasks from one subject were taken from the Colorado University database. Wavelet Transform (WT), Fast Fourier Transform (FFT) and Principal Component Analysis (PCA) were used for features extraction. Artificial Neural Network (ANN) trained by a standard back propagation algorithm and Support Vector Machines (SVMs) were used for classifying different combinations mental tasks. Experimental results show the classification accuracies achieved with the three used feature extraction techniques and the two classification techniques.", 
"Independent component analysis can be used to improve the performance of brain–computer interface (BCI) systems. In this paper, a new method is proposed for EEG signal classification in BCI systems by using nonlinear ICA algorithm. The effectiveness of the proposed method is evaluated by using the classification of EEG signals.",EEG SIGNAL CLASSIFICATION USING NONLINEAR INDEPENDENT COMPONENT ANALYSIS,"One of the preprocessors can be used to improve the performance of brain–computer interface (BCI) systems is independent component analysis (ICA). ICA is a signal processing technique in which observed random data are transformed into components that are statistically independent from each other. This suggests the possibility of using ICA to separate different independent brain activities during motor imagery into separate components. However, there is no guarantee for linear combination of brain sources in EEG signals. Thus the identification of nonlinear dynamic of EEG signals should be taken into consideration. In this paper, a new method is proposed for EEG signal classification in BCI systems by using nonlinear ICA algorithm. The effectiveness of the proposed method is evaluated by using the classification of EEG signals. The tasks to be discriminated are the imaginative hand movement and the resting state. The results demonstrate that the proposed method performed well in several experiments on different subjects and can improve the classification accuracy in the BCI systems.", 
"Brain Computer Interface (BCI) is the method of communicating the human brain with an external device. It uses the brain signals to take actions, control, actuate and communicate with the world directly using brain integration with peripheral devices and systems. Brain waves are in necessitating to eradicate noises and to extract the valuable features.",EEG Signal Classification using Principal Component Analysis with Neural Network in Brain Computer Interface Applications,"Brain Computer Interface (BCI) is the method of communicating the human brain with an external device. People who are incapable to communicate conventionally due to spinal cord injury are in need of Brain Computer Interface. Brain Computer Interface uses the brain signals to take actions, control, actuate and communicate with the world directly using brain integration with peripheral devices and systems. Brain waves are in necessitating to eradicate noises and to extract the valuable features. Artificial Neural Network (ANN) is a functional pattern classification technique which is trained all the way through the error Back-Propagation algorithm. In this paper in order to classify the mental tasks, the brain signals are trained using neural network and also using Principal Component Analysis with Artificial Neural Network. Principal Component Analysis (PCA) is a dominant tool for analyzing data and finding patterns in it. In Principal Component Analysis, data compression is possible and it projects higher dimensional data to lower dimensional data. By using Principal Component Analysis with Neural Network, the redundant data in the dataset is eliminated first and the obtained data is trained using Neural Network. EEG data for five cognitive tasks from five subjects are taken from the Colorado University database. Pattern classification is applied for the data of all tasks of one subject using Neural Network and also using Principal Component Analysis with Neural Network. Finally it is observed that the correctly classified percentage of data is better in Principal Component Analysis with Neural Network compared to Neural Network alone.", 
"Support vector machine (SVM) has been used widely for classification of electroencephalogram (EEG) signals for the diagnosis of neurological disorders such as epilepsy and sleep disorders. SVM shows good generalization performance for high dimensional data due to its convex optimization problem. In our approach, the data points are generated by selecting universum from the EEG dataset itself. This removes the effect of outliers on the generation of universum data.",EEG signal classification using universum support vector machine,"Support vector machine (SVM) has been used widely for classification of electroencephalogram (EEG) signals for the diagnosis of neurological disorders such as epilepsy and sleep disorders. SVM shows good generalization performance for high dimensional data due to its convex optimization problem. The incorporation of prior knowledge about the data leads to a better optimized classifier. Different types of EEG signals provide information about the distribution of EEG data. To include prior information in the classification of EEG signals, we propose a novel machine learning approach based on universum support vector machine (USVM) for classification. In our approach, the universum data points are generated by selecting universum from the EEG dataset itself which are the interictal EEG signals. This removes the effect of outliers on the generation of universum data. Further, to reduce the computation time, we use our approach of universum selection with universum twin support vector machine (UTSVM) which has less computational cost in comparison to traditional SVM. For checking the validity of our proposed methods, we use various feature extraction techniques for different datasets consisting of healthy and seizure signals. Several numerical experiments are performed on the generated datasets and the results of our proposed approach are compared with other baseline methods. Our proposed USVM and proposed UTSVM show better generalization performance compared to SVM, USVM, Twin SVM (TWSVM) and UTSVM. The proposed UTSVM has achieved highest classification accuracy of 99 % for the healthy and seizure EEG signals.", 
Mixture of experts (ME) is modular neural network architecture for supervised learning. A double-loop Expectation-Maximization (EM) algorithm has been introduced to the ME network structure for detection of epileptic seizure.,EEG signal classification using wavelet feature extraction and a mixture of expert model,"Mixture of experts (ME) is modular neural network architecture for supervised learning. A double-loop Expectation-Maximization (EM) algorithm has been introduced to the ME network structure for detection of epileptic seizure. The detection of epileptiform discharges in the EEG is an important component in the diagnosis of epilepsy. EEG signals were decomposed into the frequency subbands using discrete wavelet transform (DWT). Then these sub-band frequencies were used as an input to a ME network with two discrete outputs: normal and epileptic. In order to improve accuracy, the outputs of expert networks were combined according to a set of local weights called the ‘‘gating function’’. The invariant transformations of the ME probability density functions include the permutations of the expert labels and the translations of the parameters in the gating functions. The performance of the proposed model was evaluated in terms of classification accuracies and the results confirmed that the proposed ME network structure has some potential in detecting epileptic seizures. The ME network structure achieved accuracy rates which were higher than that of the standalone neural network model.", 
"This paper describes the application of neural network models for classification of electroencephalogram (EEG) signals. Decision making was performed in two stages: initially, a feature extraction scheme using the wavelet transform (WT) has been applied.",EEG Signal Classification Using Wavelet Feature Extraction and Neural Networks,"Decision Support Systems have been utilised since 1960, providing physicians with fast and accurate means towards more accurate diagnoses and increased tolerance when handling missing or incomplete data. This paper describes the application of neural network models for classification of electroencephalogram (EEG) signals. Decision making was performed in two stages: initially, a feature extraction scheme using the wavelet transform (WT) has been applied and then a learning-based algorithm classifier performed the classification. The performance of the neural model was evaluated in terms of training performance and classification accuracies and the results confirmed that the proposed scheme has potential in classifying the EEG signals.", 
"Study compares four representations of EEG signals and their classification by a two-layer neural network. The neural network is implemented on a CNAPS server (128 processor, SIMD architecture) by Adaptive Solutions, Inc.",EEG Signal Classification with Different Signal Representations,"If several mental states can be reliably distinguished by recognizing patterns in EEG, then a paralyzed person could communicate to a device like a wheelchair by composing sequences of these mental states. In this article, we report on a study comparing four representations of EEG signals and their classification by a two-layer neural network with sigmoid activation functions. The neural network is implemented on a CNAPS server (128 processor, SIMD architecture) by Adaptive Solutions, Inc., gaining a 100-folddecreasein training time over a Sun Sparc 10 for a large number of Ridden units.", 
"Affective states classification has become an important part of the Brain-Computer Interface (HCI) study. In this study, DBNs are trained on the narrow-band spectral features extracted from multichannel EEG recordings. The proposed framework using Deep Belief Networks not only provided better classification performance, but also significantly lower the number of labeled data required.",EEG-Based Affect States Classification using Deep Belief Networks,"Affective states classification has become an important part of the Brain-Computer Interface (HCI) study. In recent years, affective computing systems using physiological signals, such as ECG, GSR and EEG has shown very promising results. However, like many other machine learning studies involving physiological signals, the bottle neck is always around the database acquisition and the annotation process. To investigate potential ways to address this small sample problem, this paper introduces a Deep Belief Networks (DBN) based learning system for the EEG-based affective processing system. Through the greedy-Iayer pretraining using unlabeled data as weIl as a supervised fine-tuning process, the DBN-based approaches significantly reduced the number of labeled samples required. The DBN methods also acted as an application specific feature selector, by examining the weight vector between the input feature vector and the first invisible layer, we can gain much needed insights on the spatial or spectral locations of the most discriminating features. In this study, DBNs are trained on the narrow-band spectral features extracted from multichannel EEG recordings. To evaluate the efficacy of the proposed DBN-based learning system, we carried out an subject-independent affective states classification experiments on the DEAP database to classify 2-dimensional affect states. As a baseline to the proposed DBN approach, the same classification problem was also carried out using support vector machines (SVMs) and one way ANOVA based feature selection process. The classification results shown that the proposed framework using Deep Belief Networks not only provided better classification performance, but also significantly lower the number of labeled data required to train such machine learning systems.", 
"In this paper, we introduce recent advanced deep learning models to classify two emotional categories (positive and negative) from EEG data. Our experimental results show that the DBN and DBN-HMM models improve the accuracy of EEG-based emotion classification in comparison with the state-of-the-art methods.",EEG-BASED EMOTION CLASSIFICATION USING DEEP BELIEF NETWORKS,"In recent years, there are many great successes in using deep architectures for unsupervised feature learning from data, especially for images and speech. In this paper, we introduce recent advanced deep learning models to classify two emotional categories (positive and negative) from EEG data. We train a deep belief network (DBN) with differential entropy features extracted from multichannel EEG as input. A hidden markov model (HMM) is integrated to accurately capture a more reliable emotional stage switching. We also compare the performance of the deep models to KNN, SVM and Graph regularized Extreme Learning Machine (GELM). The average accuracies of DBN-HMM, DBN, GELM, SVM, and KNN in our experiments are 87.62%, 86.91%, 85.67%, 84.08%, and 69.66%, respectively. Our experimental results show that the DBN and DBN-HMM models improve the accuracy of EEG-based emotion classification in comparison with the state-of-the-art methods.", 
Deep learning network (DLN) is used to discover unknown feature correlation between input signals that is crucial for the learning task. DLN is capable of classifying three di?erent levels of valence and arousal with accuracy of 49.52% and 46.03% respectively.,EEG-Based Emotion Recognition Using Deep Learning Network with Principal Component Based Covariate Shift Adaptation,"Automatic emotion recognition is one of the most challenging tasks. To detect emotion from nonstationary EEG signals, a sophisticated learning algorithm that can represent high-level abstraction is required. Tis study proposes the utilization of a deep learning network (DLN) to discover unknown feature correlation between input signals that is crucial for the learning task. The DLN is implemented with a stacked autoencoder (SAE) using hierarchical feature learning approach. Input features of the network are power spectral densities of 32-channel EEG signals from 32 subjects. To alleviate overfitting problem, principal component analysis (PCA) is applied to extract the most important components of initial input features. Furthermore, covariate shift adaptation of the principal components is implemented to minimize the nonstationary e?ect of EEG signals. Experimental results show that the DLN is capable of classifying three di?erent levels of valence and arousal with accuracy of 49.52% and 46.03%, respectively. Principal component based covariate shift adaptation enhances the respective classification accuracy by 5.55% and 6.53%. Moreover, DLN provides better performance compared to SVM and naive Bayes classifiers.", 
Neural Networks are far more capable of identifying patterns and do the classification more effectively. This paper showcases various activation functions and their impact on overall accuracy of classification using a dataset of 84 samples of EEG signals. Accuracy is the measure considered for the comparison of the effectiveness of neural networks.,Effect of Different Activation Functions on EEGEffect of Different Activation Functions on EEG Signal Classification based on Neural Networks,"In recent years, EEG (Electroencephalography) has grabbed significant research attention towards giving it as an input to the computing devices. To identify hidden patterns, EEG signals is not straightforward, and in order to be able to use it as a reliable input method, adequate accuracy is required. While machine learning techniques are there for numeric, categorical and similar types of data, Neural Networks are far more capable of identifying patterns and do the classification more effectively. Activation functions are integral part of the neural networks and selection of the activation function is a choice for the neural network designer. This paper showcases various activation functions and their impact on overall accuracy of classification using a dataset of 84 samples of EEG signals using ANN (Artificial Neural Network) and CNN (Convolutional Neural Network). Total 6 different activation functions considered here at all levels of ANN and CNN and respective results are analyzed. Activation functions at different layers of both ANN and CNN are compared such as fully connected layers and convolution layers. Accuracy is the measure considered for the comparison of the effectiveness of neural networks.", 
"A large number of extractive summarization techniques have been developed in the past decade. We show that using a combination of several different sentence similarity measures, rather than only one, significantly improves performance of the resultant meta-system. Even simple ensemble techniques prove to be very effective in improving overall performance.",Effective aggregation of various summarization techniques,"A large number of extractive summarization techniques have been developed in the past decade, but very few enquiries have been made as to how these differ from each other or what are the factors that actually affect these systems. Such meaningful comparison if available can be used to create a robust ensemble of these approaches, which has the possibility to consistently outperform each individual summarization system. In this work we examine the roles of three principle components of an extractive summarization technique: sentence ranking algorithm, sentence similarity metric and text representation scheme. We show that using a combination of several different sentence similarity measures, rather than only one, significantly improves performance of the resultant meta-system. Even simple ensemble techniques, when used in an informed manner, prove to be very effective in improving the overall performance and consistency of summarization systems. A statistically significant improvement of about 5% to 10% in ROUGE-1 recall was achieved by aggregating various sentence similarity measures. As opposed to this aggregation of several ranking algorithms did not show a significant improvement in ROUGE score, but even in this case the resultant meta-systems were more robust than candidate systems. The results suggest that new extractive summarization techniques should particularly focus on defining a better sentence similarity metric and use multiple sentence similarity scores and ranking algorithms in favour of a particular combination.", 
Heart disease is one of the most significant causes of mortality in the world today. Prediction of cardiovascular disease is a critical challenge in the area of clinical data analysis. Machine learning (ML) has been shown to be effective in assisting in making decisions and predictions.,Effective Heart Disease Prediction Using Hybrid Machine Learning Techniques,"Heart disease is one of the most significant causes of mortality in the world today. Prediction of cardiovascular disease is a critical challenge in the area of clinical data analysis. Machine learning (ML) has been shown to be effective in assisting in making decisions and predictions from the large quantity of data produced by the healthcare industry. We have also seen ML techniques being used in recent developments in different areas of the Internet of Things (IoT). Various studies give only a glimpse into predicting heart disease with ML techniques. In this paper, we propose a novel method that aims at finding significant features by applying machine learning techniques resulting in improving the accuracy in the prediction of cardiovascular disease. The prediction model is introduced with different combinations of features and several known classification techniques. We produce an enhanced performance level with an accuracy level of 88:7% through the prediction model for heart disease with the hybrid random forest with a linear model (HRFLM).", 
"The relevance score of sentence is determined through its comparison with all the other sentences in the document. The weight of each word in the sentence is calculated with account of those features. The weights of features, influencing relevance of words, are determined using genetic algorithms.",Effective Summarization Method of Text Documents,"In this paper, we propose text summarization method that creates text summary by definition of the relevance score of each sentence and extracting sentences from the original documents. While summarization this method takes into account weight of each sentence in the document. The essence of the method suggested is in preliminary identification of every sentence in the document with characteristic vector of words, which appear in the document, and calculation of relevance score for each sentence. The relevance score of sentence is determined through its comparison with all the other sentences in the document and with the document title by cosine measure. Prior to application of this method the scope of features is defined and then the weight of each word in the sentence is calculated with account of those features. The weights of features, influencing relevance of words, are determined using genetic algorithms.", 
This paper examines the quality of feature set obtained from Wavelet based Energy-entropy with variation of scale and wavelet type. Elliptic bandpass filters are used to discard unwanted signals and also to extract alpha & beta rhythms.,Effects of Wavelets on Quality of Features in Motor Imagery EEG Signal Classification,"This paper examines the quality of feature set obtained from Wavelet based Energy-entropy with variation of scale and wavelet type. Here motor imageryo?ef-right hand movement classification problem has been studied. Elliptic bandpass filters are used to discard unwanted signals and also to extract alpha & beta rhythms. We have implemented wavelet-based energy-entropy with three level of decomposition in combination with ten wavelet types (Daubechies). We want to identify the best pair of level of decomposition and wavelet type for EEG based motor imagery classifications. We have verified our study with three classifiers- Naive Bayes, Multi layered Perceptron and Support Vector Machine. The classifiers performance for best wavelet decomposition level is analyzed using evaluation metrics such as accuracy, F-measure and area under ROC.", 
"Using data-driven models for solving text summarization or similar tasks has become very common in the last years. Most studies report basic accuracy scores only, and nothing is known about the ability of the proposed models to improve when trained on more data.","Efficiency Metrics for Data-Driven Models, A Text Summarization Case Study","Using data-driven models for solving text summarization or similar tasks has become very common in the last years. Yet most of the studies report basic accuracy scores only, and nothing is known about the ability of the proposed models to improve when trained on more data. In this paper, we define and propose three data efficiency metrics: data score efficiency, data time deficiency and overall data efficiency. We also propose a simple scheme that uses those metrics and apply it for a more comprehensive evaluation of popular methods on text summarization and title generation tasks. For the latter task, we process and release a huge collection of 35 million abstract-title pairs from scientific articles. Our results reveal that among the tested models, the Transformer is the most efficient on both tasks.", 
"In VANET, the privacy of the query becomes a serious concern for location-based services (LBS) In this scheme, the vehicle requests for services from the location server without revealing the query content. The location server sends all Point of Interests (POIs) to the vehicle, but the vehicle can only obtain the request content.",Efficient and Secure Location-Based Services scheme in VANET,"In VANET, the privacy of the query becomes a serious concern for location-based services (LBS). An LBS scheme must, also, not breach the location privacy of the user vehicle. In order to protect query privacy of the vehicle user, the existing state-of-the-art schemes either reduce the accuracy of LBS or insert a trusted third party (TTP) between the vehicle user and the location server hosting the LBS scheme. Cryptographic constructs such as public-key encryption, Oblivious Transfer (OT), Private Information Retrieval (PIR), and homomorphic encryption are used to remove the TTP or increase the accuracy of the previous schemes. The problem with these existing schemes is that some of them are either inefficient or insecure. In order to address the security and privacy issues, we propose an efficient privacy-preserving mechanism for protecting the query privacy of the user, information content of the location server, and location privacy-preserving of the vehicle in the LBS scheme for VANET. In this scheme, the vehicle requests for services from the location server without revealing the query content to the location server. The location server sends all Point of Interests (POIs) to the vehicle, but the vehicle can only obtain the requested query content. The query privacy of the user and content privacy of the location server is preserved in the exchange. The proposed variant of the OT extension protocol is computationally and communicationally efficient and uses a lattice-based ring-Learning With Errors (ring-LWE) scheme as a Base-OT.", 
Single-trial motor imagery classification is a crucial aspect of brain–computer applications. Riemannian geometry-based feature extraction methods are effective when designing these types of motor-imagery-based brain– computer interface applications. Deep-learning methods are superior when the data availability is abundant and while there is a large number of features. Our proposed method improved the classification accuracy for several subjects that comprised the well-known BCI competition IV 2a dataset.,Efficient Classification of Motor Imagery Electroencephalography Signals Using Deep Learning Methods,"Single-trial motor imagery classification is a crucial aspect of brain–computer applications. Therefore, it is necessary to extract and discriminate signal features involving motor imagery movements. Riemannian geometry-based feature extraction methods are effective when designing these types of motor-imagery-based brain–computer interface applications. In the field of information theory, Riemannian geometry is mainly used with covariance matrices. Accordingly, investigations showed that if the method is used after the execution of the filterbank approach, the covariance matrix preserves the frequency and spatial information of the signal. Deep-learning methods are superior when the data availability is abundant and while there is a large number of features. The purpose of this study is to a) show how to use a single deep-learning-based classifier in conjunction with BCI (brain–computer interface) applications with the CSP (common spatial features) and the Riemannian geometry feature extraction methods in BCI applications and to b) describe one of the wrapper feature-selection algorithms, referred to as the particle swarm optimization, in combination with a decision tree algorithm. In this work, the CSP method was used for a multiclass case by using only one classifier. Additionally, a combination of power spectrum density features with covariance matrices mapped onto the tangent space of a Riemannian manifold was used. Furthermore, the particle swarm optimization method was implied to ease the training by penalizing bad features, and the moving windows method was used for augmentation. After empirical study, the convolutional neural network was adopted to classify the pre-processed data. Our proposed method improved the classification accuracy for several subjects that comprised the well-known BCI competition IV 2a dataset.", 
"Wearable health monitoring systems (WHMSs) will play an increasingly important role in future e-healthcare. Given its sensitivity, the health data should be protected against unauthorized access. It is critical to design an end-to-end mutual authentication protocol that enables secure communication.",Efficient end-to-end authentication protocol for wearable health monitoring systems,"Wearable health monitoring systems (WHMSs) will play an increasingly important role in future e-healthcare and enable smart and ubiquitous healthcare services. Given its sensitivity, the health data should be protected against unauthorized access. As a result, it is critical to design an end-to-end mutual authentication protocol that enables secure communication between the wearable sensor and medical professionals. Recently, Amin et al. proposed an anonymity preserving mutual authentication protocol for WHMSs. However, we identify that their protocol suffers from stolen mobile device attack, desynchronization attack, and sensor key exposure. Then we put forward an improved end-to-end authentication protocol based on quadratic residues. Comprehensive security analysis is conducted to show that the proposed protocol fixes these flaws of Amin et al.’s protocol and satisfies all desired requirements. The comparison with these existing protocols demonstrates that our protocol provides a practical end-to-end security solution for WHMSs.", 
"A new Turkish text summarization system that combines structural and semantic features. The system uses 5 structural features, 1 of which is newly proposed and 3 are semantic features extracted from Turkish Wikipedia links. The features are combined using the weights calculated by 2 novel approaches.",Efficient feature integration with Wikipedia-based semantic feature extraction for Turkish text summarization,"This study presents a novel hybrid Turkish text summarization system that combines structural and semantic features. The system uses 5 structural features, 1 of which is newly proposed and 3 are semantic features whose values are extracted from Turkish Wikipedia links. The features are combined using the weights calculated by 2 novel approaches. The first approach makes use of an analytical hierarchical process, which depends on a series of expert judgments based on pairwise comparisons of the features. The second approach makes use of the artificial bee colony algorithm for automatically determining the weights of the features. To confirm the significance of the proposed hybrid system, its performance is evaluated on a new Turkish corpus that contains 110 documents and 3 human-generated extractive summary corpora. The experimental results show that exploiting all of the features by combining them results in a better performance than exploiting each feature individually.", 
"This paper aims to develop a convenient interface that provides keyword extraction, summary generation and search engine to users. We apply the proposed summarization method to Korean and English news articles. We think that this interface can help users more efficiently to read the news articles on various mobile devices.",EFFICIENT KEYWORD EXTRACTION AND TEXT SUMMARIZATION FOR READING ARTICLES ON SMART PHONE,"These days, we can connect to the internet from almost anywhere, allowing us to access web content, including newspapers, magazines, blogs and websites, using mobile devices such as a smart phone. However, people sometimes struggle to read and use the contents due to the nature of these devices such as a small display, low display resolution and limited computing resources (low CPU speed and little memory). This paper aims to develop a convenient interface that provides keyword extraction, summary generation and search engine to users. We apply the proposed summarization method to Korean and English news articles and evaluate it using several experiments on single and multiple news article test collections and user-receptiveness tests. Since the proposed method shows a good performance on these experiments and tests, we think that this interface can help users more efficiently to read the news articles on various mobile devices.", 
